Disease,Count,Prior_Probability
Cutaneous Plasma Cell Tumors,1,2.167739697817086e-06
"MCT LSA

(Note: ""MCT LSA"" appears to be an abbreviation or a specific term. Without additional context, it is challenging to provide a precise translation. However, if ""MCT"" refers to ""Medium Chain Triglycerides"" and ""LSA"" refers to a specific context or organization, the translation might remain as ""MCT LSA"" to preserve the original terminology. If more context is provided, a more specific translation can be attempted.)",1,2.167739697817086e-06
Interstitial Mesothelioma,1,2.167739697817086e-06
Lymphangiosarcoma,1,2.167739697817086e-06
Yin Deficiency with Damp-Heat,1,2.167739697817086e-06
Spinal Meningocele/Myelomeningocele,1,2.167739697817086e-06
Jugular vein inflammation,1,2.167739697817086e-06
Iris absence or iris dysplasia,1,2.167739697817086e-06
Lung Qi Deficiency,1,2.167739697817086e-06
Granulomatous Meningoencephalitis-Cerebellar,1,2.167739697817086e-06
Ionophore Drug Poisoning (Salinomycin),1,2.167739697817086e-06
Tight Lips Syndrome,1,2.167739697817086e-06
Stomach Qi fails to descend.,1,2.167739697817086e-06
Oral Papilloma,1,2.167739697817086e-06
Sepsis invasion,1,2.167739697817086e-06
Excessive FluidAscending,1,2.167739697817086e-06
Florida Keratopathy,1,2.167739697817086e-06
Left Bundle Branch Block (LBBB),1,2.167739697817086e-06
Foreign Body in Nasolacrimal Duct,1,2.167739697817086e-06
Corneal Phthisis (Necrotizing Keratitis),1,2.167739697817086e-06
Malignant Mesenchymoma,1,2.167739697817086e-06
Foreign Body in the Airway,1,2.167739697817086e-06
Myopathy (Hereditary X-linked Muscular Dystrophy),1,2.167739697817086e-06
Punctal Occlusion,1,2.167739697817086e-06
Botulism poisoning,1,2.167739697817086e-06
Vitelline Peritonitis,1,2.167739697817086e-06
Vesicoureteral Reflux,1,2.167739697817086e-06
Poison Hemlock/Deadly Hemlock Plant Poisoning (European Hemlock/European Poison Hemlock),1,2.167739697817086e-06
Alveolar bone necrosis,1,2.167739697817086e-06
Dysentery due to improper diet,1,2.167739697817086e-06
Neuronal Vacuolar Degeneration,1,2.167739697817086e-06
Discogenic Spondylitis,1,2.167739697817086e-06
Pigmentation Abnormality,1,2.167739697817086e-06
Limbic Defect and Staphyloma,1,2.167739697817086e-06
Dobermann's Dancing Disease - Peripheral Neuropathy,1,2.167739697817086e-06
Hypopigmentation of the Nose,1,2.167739697817086e-06
Rhino-mycosis,1,2.167739697817086e-06
Leigh's Disease,1,2.167739697817086e-06
Urachal Diverticulum of the Bladder,1,2.167739697817086e-06
Digitalis intoxication,1,2.167739697817086e-06
Third Eyelid Tumor,1,2.167739697817086e-06
Spleen Failing to Control Blood,1,2.167739697817086e-06
Deficiency of Spleen Yang,1,2.167739697817086e-06
Multiple System Neurodegenerative/Dystrophic Lesions,1,2.167739697817086e-06
Chondroid Osteoma,1,2.167739697817086e-06
Cricopharyngeal Hypomobility/Dysfunction,1,2.167739697817086e-06
Lysosomal Storage Disorders - Cerebellar Type,1,2.167739697817086e-06
Congenital Lens Malformation,1,2.167739697817086e-06
Chicken lame,1,2.167739697817086e-06
Upward Rush of Qi and Blood,1,2.167739697817086e-06
Persistent Hyperplastic Primary Vitreous/Persistent Hyaloid Vasculature (PHPV/PHTVL),1,2.167739697817086e-06
Cerebellar Diseases,1,2.167739697817086e-06
Cold-Damp Syndrome,1,2.167739697817086e-06
Granulosa Cell Tumor,1,2.167739697817086e-06
Phlegm-Retention in the Stomach,1,2.167739697817086e-06
Weakness of Heart Yang,1,2.167739697817086e-06
Spinal Tumor,1,2.167739697817086e-06
Subcutaneous abscess,1,2.167739697817086e-06
Nasolacrimal Duct Tumor,1,2.167739697817086e-06
Internal Stirring of Liver Wind,1,2.167739697817086e-06
Fungal Meningoencephalitis,1,2.167739697817086e-06
Tooth Avulsion (Displacement from Alveolar Socket),1,2.167739697817086e-06
Blood fails to nourish the tendons,1,2.167739697817086e-06
Conjunctival Tumor,1,2.167739697817086e-06
Laminitis,1,2.167739697817086e-06
Excessive Heat Leading to Flesh Decay,1,2.167739697817086e-06
Urinary retention,1,2.167739697817086e-06
Cholangioma,1,2.167739697817086e-06
Coumarin and Its Derivatives Poisoning,1,2.167739697817086e-06
Toxic Infiltration of the Heart and Liver,1,2.167739697817086e-06
Cold-Dampness in the Middle Jiao,1,2.167739697817086e-06
Wind-Cold Invading the Lung,1,2.167739697817086e-06
Cold-Dampness Obstructing the Meridians,1,2.167739697817086e-06
Qi and Blood Rushing Upward,1,2.167739697817086e-06
Aminoglycoside Antibiotic Poisoning,1,2.167739697817086e-06
Infusion,1,2.167739697817086e-06
Moldy Corn Poisoning,1,2.167739697817086e-06
Goiter,1,2.167739697817086e-06
Golden Retriever Myelin Deficient Polyneuropathy,1,2.167739697817086e-06
Mycobacterial Disease,1,2.167739697817086e-06
Lipogranulomatous Conjunctivitis,1,2.167739697817086e-06
Blood Deficiency and Wind Dryness,1,2.167739697817086e-06
Ethylene Glycol Poisoning,1,2.167739697817086e-06
Sertoli Cell Tumor,1,2.167739697817086e-06
Myopathy (Hereditary),1,2.167739697817086e-06
Pemphigus foliaceus,1,2.167739697817086e-06
Pigmentary Choroidal Retinal Degeneration,1,2.167739697817086e-06
Chondritis of the ear,1,2.167739697817086e-06
Investigation of bloody stool,1,2.167739697817086e-06
Complex crown-root fracture,1,2.167739697817086e-06
Lacrimal Sac Atresia,1,2.167739697817086e-06
Spleen and Lung Qi Deficiency,1,2.167739697817086e-06
Wind-Cold Invasion of the Lung,1,2.167739697817086e-06
Adrenal Cortex Tumor,1,2.167739697817086e-06
Malocclusion of Incisors/Overgrown Incisors (Rodentia),1,2.167739697817086e-06
Rushing of Qi and Blood,1,2.167739697817086e-06
Wind-Cold Binding the Lung,1,2.167739697817086e-06
Germinoma,1,2.167739697817086e-06
Pleuropneumonia,1,2.167739697817086e-06
Liver Failure,1,2.167739697817086e-06
Capsular Eye,1,2.167739697817086e-06
Sick Sinus Syndrome,1,2.167739697817086e-06
Neonatal Hemolytic Disease,1,2.167739697817086e-06
Dental pulp stone,1,2.167739697817086e-06
Model Alopecia Areata,1,2.167739697817086e-06
Locking anus,1,2.167739697817086e-06
Allergic Pneumonitis,1,2.167739697817086e-06
Vitamin E Deficiency,1,2.167739697817086e-06
Tooth Fusion,1,2.167739697817086e-06
Ureteral Tumor,1,2.167739697817086e-06
Cyclical Truncal Alopecia,1,2.167739697817086e-06
Bacterial Dermatosis,1,2.167739697817086e-06
Lacrimal Duct Cyst,1,2.167739697817086e-06
Limbic Melanoma,1,2.167739697817086e-06
Chondroid Osteochondroma,1,2.167739697817086e-06
Iliac Fracture,1,2.167739697817086e-06
Uveal Melanoma,1,2.167739697817086e-06
Damp-heat in the liver and gallbladder,1,2.167739697817086e-06
Dampness-Heat in the Liver and Gallbladder,1,2.167739697817086e-06
Yin Deficiency of the Heart and Kidney,1,2.167739697817086e-06
Bilateral Degenerative Atrioventricular Valve Disease,1,2.167739697817086e-06
Glycogen Storage Disease (Glycogen Metabolism Disorder),1,2.167739697817086e-06
Continuous Administration to the Digestive System,1,2.167739697817086e-06
Dysfunction of Lung in Dispersing andDescending,1,2.167739697817086e-06
Degenerative Vitreous Opacities,1,2.167739697817086e-06
Visual Center Lesions,1,2.167739697817086e-06
Iodine Metabolism Disorders,1,2.167739697817086e-06
Naso-oral fistula,1,2.167739697817086e-06
Cholangiocarcinoma,1,2.167739697817086e-06
Temporomandibular Ankylosis,1,2.167739697817086e-06
Small crystalline bodies,1,2.167739697817086e-06
Remote Sensory-Motor Neuropathy,1,2.167739697817086e-06
Entropion with Nasal Fold,1,2.167739697817086e-06
Undifferentiated Carcinoma,1,2.167739697817086e-06
Tibialis Anterior Muscle Injury,1,2.167739697817086e-06
Internal Obstruction of Cold-Dampness,1,2.167739697817086e-06
Salivary Gland Cancer,1,2.167739697817086e-06
Hypopituitarism,1,2.167739697817086e-06
Hyperandrogenism,1,2.167739697817086e-06
Necrotizing Meningoencephalitis-Cerebral Type,1,2.167739697817086e-06
Humerus Fracture,1,2.167739697817086e-06
Weak Spleen Qi,1,2.167739697817086e-06
Schnauzer Comedone Syndrome,1,2.167739697817086e-06
Inflammatory polyp,1,2.167739697817086e-06
Osteochondroma,1,2.167739697817086e-06
Myoblastoma,1,2.167739697817086e-06
Bacterial Dermatoses,1,2.167739697817086e-06
Fibrosis-Associated Reactive Enteritis,1,2.167739697817086e-06
Fibro reactive enteritis,1,2.167739697817086e-06
Xu Bi (Deficiency-type Bi Syndrome),1,2.167739697817086e-06
Progressive Rod-Cone Dystrophy,1,2.167739697817086e-06
Nodular opacity,1,2.167739697817086e-06
Root Fracture,1,2.167739697817086e-06
Feline Herpesvirus Infection (Deleted),1,2.167739697817086e-06
Infraspinatus Muscle Contracture,1,2.167739697817086e-06
Giardia,1,2.167739697817086e-06
Hereditary Retinal Dysplasia,1,2.167739697817086e-06
Locking Anus,1,2.167739697817086e-06
Dampness-Heat in the Gastrointestinal Tract,1,2.167739697817086e-06
Hamartoma,1,2.167739697817086e-06
Liver and Stomach Yin Deficiency,1,2.167739697817086e-06
Beak Diseases,1,2.167739697817086e-06
Parathyroid Tumor,1,2.167739697817086e-06
Food Poisoning from Spoiled Food,1,2.167739697817086e-06
Stasis Obstructing the Brain Collaterals,1,2.167739697817086e-06
Copper Poisoning,1,2.167739697817086e-06
Taurine Deficiency Retinopathy,1,2.167739697817086e-06
Coccygeal Fracture,1,2.167739697817086e-06
Electrical Shock,1,2.167739697817086e-06
Lens Defect,1,2.167739697817086e-06
Blood Heat Stagnation,1,2.167739697817086e-06
Aortic Valve Dysplasia,1,2.167739697817086e-06
Qi Reversal Syndrome,1,2.167739697817086e-06
Folate Deficiency,1,2.167739697817086e-06
MCT (Medium-chain Triglycerides),1,2.167739697817086e-06
Endoparasite control,1,2.167739697817086e-06
Hornet sting injury,1,2.167739697817086e-06
Dryness and stagnation of heat in the lungs,1,2.167739697817086e-06
Intestinal parasitic infestation,1,2.167739697817086e-06
Kidney Deficiency and Water Overflow,1,2.167739697817086e-06
Sinus arrest and sinoatrial block,1,2.167739697817086e-06
Endoparasite Control,1,2.167739697817086e-06
Aniridia/Iris Hypoplasia,1,2.167739697817086e-06
Dryness Pathogen Injuring the Lung,1,2.167739697817086e-06
Coumarin and its derivatives poisoning,1,2.167739697817086e-06
Iron Metabolism Disorders,1,2.167739697817086e-06
Yangming Excessive Heat,1,2.167739697817086e-06
Epidural Spinal Tumor,1,2.167739697817086e-06
Nonunion of the olecranon process,1,2.167739697817086e-06
High Viscosity Retinal Dysplasia,1,2.167739697817086e-06
Orbital Fat Prolapse,1,2.167739697817086e-06
Goiter or Thyroid Nodule,1,2.167739697817086e-06
Nodular Granulomatous Superficial Scleritis,1,2.167739697817086e-06
Inapparent Fever,1,2.167739697817086e-06
Lupus-like nail dystrophy,1,2.167739697817086e-06
Vecuronium Bromide Poisoning,1,2.167739697817086e-06
Intimidated and Timorous,1,2.167739697817086e-06
Split hoof,1,2.167739697817086e-06
Urethral calculus,1,2.167739697817086e-06
Juvenile Foal Colibacillosis,1,2.167739697817086e-06
Chronic pharyngitis,1,2.167739697817086e-06
Atrial Wall Rupture,1,2.167739697817086e-06
Habitual Squint,1,2.167739697817086e-06
Use of Interferon α and Interferon β,1,2.167739697817086e-06
Mycobacteriosis,1,2.167739697817086e-06
Dampness-Heat,1,2.167739697817086e-06
Qi Deficiency Syndrome,1,2.167739697817086e-06
Leukocytoclastic Vasculitis,1,2.167739697817086e-06
Mesenteric Volvulus/Intestinal Volvulus,1,2.167739697817086e-06
Acute Torsades de Pointes Ventricular Arrhythmia,1,2.167739697817086e-06
Small crystallites,1,2.167739697817086e-06
Red Eye of Heaven,1,2.167739697817086e-06
Primary Retinal Tumor,1,2.167739697817086e-06
Spontaneous Self-Mutilation,1,2.167739697817086e-06
Pending Investigation of Neurological Disorders,1,2.167739697817086e-06
Neurogenic Self-Induced Alopecia,1,2.167739697817086e-06
Oral Malignant Melanoma,1,2.167739697817086e-06
Coumarin and its Derivatives Poisoning,1,2.167739697817086e-06
Nasal Fold Trichiasis,1,2.167739697817086e-06
Yang Deficiency with Cold Stagnation,1,2.167739697817086e-06
Hair mite,1,2.167739697817086e-06
Nutritional Metabolic Retinopathy,1,2.167739697817086e-06
Vitreous Trauma,1,2.167739697817086e-06
Insufficiency of Kidney Qi,1,2.167739697817086e-06
Impaired Lung Collateral Flow,1,2.167739697817086e-06
Congenital Deficiency,1,2.167739697817086e-06
Wind-Heat and Blood Dryness,1,2.167739697817086e-06
Health and Safety Authority,1,2.167739697817086e-06
Elliptical Lipid Corneal Degeneration,1,2.167739697817086e-06
Equine Influenza,1,2.167739697817086e-06
"Multiple Exostoses (Hereditary Multiple Exostoses, HME)",1,2.167739697817086e-06
Lung Qi Fails to Disperse and Descend,1,2.167739697817086e-06
Lysosomal Storage Disorders - Spinal Cord,1,2.167739697817086e-06
African Horse Sickness,1,2.167739697817086e-06
Congenital Myotonia,1,2.167739697817086e-06
Summer Pestilence,1,2.167739697817086e-06
Lacrimal Gland Tumor,1,2.167739697817086e-06
Vitamin B6 Toxicity,1,2.167739697817086e-06
Abnormal inner canthal skin (caruncle trichiasis),1,2.167739697817086e-06
Necrotizing Meningoencephalitis-Cerebellar Type,1,2.167739697817086e-06
Pulp Calcification,1,2.167739697817086e-06
Vitiligo,1,2.167739697817086e-06
Wall Sporulation Mycosis,1,2.167739697817086e-06
Liver Qi Attacking the Stomach,1,2.167739697817086e-06
Nasolacrimal duct obstruction,1,2.167739697817086e-06
Fibro Reactive Enteritis,1,2.167739697817086e-06
Dental Dysplasia,1,2.167739697817086e-06
Lung Qi not diffused,1,2.167739697817086e-06
Malignant Peripheral Nerve Sheath Tumor (MPNST),1,2.167739697817086e-06
Extrabulbar Myositis,1,2.167739697817086e-06
Esophageal Tumors,1,2.167739697817086e-06
Obstructive Pain,1,2.167739697817086e-06
Damp-heat accumulation,1,2.167739697817086e-06
Dental dysplasia,1,2.167739697817086e-06
Feather Picking,1,2.167739697817086e-06
Selenium Poisoning,1,2.167739697817086e-06
Punctum Lacomme,1,2.167739697817086e-06
Melancholy affects the spirit.,1,2.167739697817086e-06
Cold-Damp Obstruction of the Meridians,1,2.167739697817086e-06
Zygomatic Bone Fracture,1,2.167739697817086e-06
Excessive Heat Leads to Flesh Decay,1,2.167739697817086e-06
Heart-Kidney Yang Deficiency,1,2.167739697817086e-06
Congenital Glaucoma,1,2.167739697817086e-06
Dilated cardiomyopathy,1,2.167739697817086e-06
Rottweiler Distal Myopathy,1,2.167739697817086e-06
Timid and apprehensive,1,2.167739697817086e-06
"MCT LSA

(Note: ""MCT LSA"" is an abbreviation that may stand for specific terms in a particular context. Without additional context, it is challenging to provide a precise translation. However, if ""MCT"" refers to ""Medium Chain Triglycerides"" and ""LSA"" refers to a specific type of analysis or component, a possible translation could be ""Medium Chain Triglycerides Linear Sweep Analysis"" or similar, depending on the context. Please provide more details for a more accurate translation.)",1,2.167739697817086e-06
Acute Myeloid Leukemia (AML),1,2.167739697817086e-06
Injury to the Flexor Carpi Ulnaris Muscle,1,2.167739697817086e-06
Parascaridiasis equi,1,2.167739697817086e-06
Hypopigmentation of the nose,1,2.167739697817086e-06
Blood Stasis and Obstruction,1,2.167739697817086e-06
Hair Mites,1,2.167739697817086e-06
Parasitic Myocarditis,1,2.167739697817086e-06
Electrolyte-Associated Encephalopathy,1,2.167739697817086e-06
Lesions of the Visual Center,1,2.167739697817086e-06
Compressive Hydrated Nucleus Pulposus Extrusion,1,2.167739697817086e-06
Hypoplasia or Defect of Posterior Articular Processes,1,2.167739697817086e-06
Neurofibrosarcoma,1,2.167739697817086e-06
Coagulation Factor Deficiency,1,2.167739697817086e-06
Narrow palpebral fissure,1,2.167739697817086e-06
Spleen and Heart Deficiency,1,2.167739697817086e-06
Obstructive Laryngitis,1,2.167739697817086e-06
Appetite Loss/Anorexia Under Investigation,1,2.167739697817086e-06
Incomplete involution of the placental site,1,2.167739697817086e-06
Jugular phlebitis,1,2.167739697817086e-06
Collie Eye Anomaly,1,2.167739697817086e-06
Deficiency of Qi and Blood,1,2.167739697817086e-06
Visual Cortex Lesions,1,2.167739697817086e-06
Ornithosis,1,2.167739697817086e-06
Gastrointestinal Disorders in Cold Weather,1,2.167739697817086e-06
Salivary Retention Cysts and Mucinous Cysts (Salivary Gland Cysts),1,2.167739697817086e-06
Congenital Scleral Defect,1,2.167739697817086e-06
Iris freckle,1,2.167739697817086e-06
Anterior Uveal Tumor,1,2.167739697817086e-06
Pending Examination for Bloody Stool,1,2.167739697817086e-06
Meniscus and Meniscal Ligament Injuries,1,2.167739697817086e-06
Blood Deficiency Syndrome,1,2.167739697817086e-06
Undifferentiated carcinoma,1,2.167739697817086e-06
The upward perversion of pathogenic fluid,1,2.167739697817086e-06
Blood Heat Syndrome,1,2.167739697817086e-06
"Paroxysmal Muscular Rigidity (""Spasm"")",1,2.167739697817086e-06
Monocytic Tumor,1,2.167739697817086e-06
Exoparasite Control,1,2.167739697817086e-06
Patent Ductus Arteriosus with Pulmonary Hypertension,1,2.167739697817086e-06
Calcium Deposition in the Skin,1,2.167739697817086e-06
Melanotic Glaucoma,1,2.167739697817086e-06
Dihydro-β-erythroidine Poisoning (alkaloid extracted from the seeds of Erythrina plants),1,2.167739697817086e-06
Blood Stasis Syndrome,1,2.167739697817086e-06
"Polyarthritis, erosive, immune-mediated",1,2.167739697817086e-06
Juvenile Foal Rhodococcus equi Pneumonia,1,2.167739697817086e-06
Penicillamine Drug Poisoning (Penicillin Degradation Product),1,2.167739697817086e-06
Aseptic Eosinophilic Pustulosis,1,2.167739697817086e-06
Roundworm Infection,1,2.167739697817086e-06
Phlegm-turbidity obstruction,1,2.167739697817086e-06
Hyperactive Liver Fire,1,2.167739697817086e-06
**Horse Mange**,1,2.167739697817086e-06
Exfoliative Cutaneous Lupus Erythematosus (ECLE),1,2.167739697817086e-06
Atrial Flutter,1,2.167739697817086e-06
Verruca vulgaris,1,2.167739697817086e-06
Synovial Sarcoma,1,2.167739697817086e-06
Polyostotic Osteomyelitis,1,2.167739697817086e-06
Hookworm Larva Migrans Dermatitis,1,2.167739697817086e-06
Heat Accumulation and Collateral Stasis,1,2.167739697817086e-06
Other Skin Tumors,1,2.167739697817086e-06
Benign Melanoma,1,2.167739697817086e-06
Intraocular Myiasis,1,2.167739697817086e-06
Wall Sporulation Fungus Disease,1,2.167739697817086e-06
"MCT LSA

(Note: ""MCT LSA"" appears to be an abbreviation or specific term. Without additional context, it is challenging to provide a precise translation. However, if ""MCT"" stands for ""Medium Chain Triglycerides"" and ""LSA"" stands for ""Linseed, Sunflower, and Almond,"" a possible translation could be:

""Medium Chain Triglycerides Linseed, Sunflower, and Almond"")

If this interpretation is incorrect, please provide more context for a more accurate translation.",1,2.167739697817086e-06
Osteopathy,1,2.167739697817086e-06
Retinopathy of Prematurity (ROP),1,2.167739697817086e-06
Taurine Deficiency,1,2.167739697817086e-06
Small Intestinal Fibrosarcoma,1,2.167739697817086e-06
Carbuncle Disease,1,2.167739697817086e-06
Tympanitis,1,2.167739697817086e-06
Simple Crown Fracture,1,2.167739697817086e-06
Rickettsial Conjunctivitis,1,2.167739697817086e-06
Blood Heat Injuring the Collaterals,1,2.167739697817086e-06
Uterine Atony,1,2.167739697817086e-06
Infective Myocarditis,1,2.167739697817086e-06
Cold and Dampness Coexist with Equal Emphasis,1,2.167739697817086e-06
Parasitic Keratitis,1,2.167739697817086e-06
Continuous Drug Administration via the Ear System,1,2.167739697817086e-06
Amniotic Fluid Embolism,1,2.167739697817086e-06
Dampness Stagnating the Spleen and Stomach,1,2.167739697817086e-06
Chicken Limping,1,2.167739697817086e-06
Secondary Iridial Atrophy,1,2.167739697817086e-06
Spleen Qi Deficiency with Sinking Qi,1,2.167739697817086e-06
Cerebellar Cortical Dysplasia,1,2.167739697817086e-06
Chicken Claws,1,2.167739697817086e-06
Fibrotic-type Myopathy,1,2.167739697817086e-06
Right Bundle Branch Block,1,2.167739697817086e-06
"Dampness, Heat, and Blood Stasis",1,2.167739697817086e-06
Hepatosplenic Blood Stasis,1,2.167739697817086e-06
Yin Deficiency and Lung Dryness,1,2.167739697817086e-06
Bog Spavin,1,2.167739697817086e-06
Wind-Cold-Dampness Obstruction,1,2.167739697817086e-06
Subarachnoid Spinal Canal Tumor,1,2.167739697817086e-06
Lung Heat and Fluid Injury,1,2.167739697817086e-06
Attack of Warm Toxin on the Exterior,1,2.167739697817086e-06
Cutaneous Metastatic Tumors,1,2.167739697817086e-06
Posterior Capsular Opacification (PCO),1,2.167739697817086e-06
Tooth Edge-to-Edge Occlusion,1,2.167739697817086e-06
Iron Poisoning,1,2.167739697817086e-06
Infectious Dysentery,1,2.167739697817086e-06
Blood Stasis Obstructing the Diaphragm,1,2.167739697817086e-06
Zinc-Responsive Dermatosis,1,2.167739697817086e-06
Ocular Palpebral Disorders,1,2.167739697817086e-06
Yin Deficiency with Heat Stagnation,1,2.167739697817086e-06
Phimosis,1,2.167739697817086e-06
Medial Canthal Pocket Syndrome,1,2.167739697817086e-06
Vesicular eye,1,2.167739697817086e-06
Bilateral Atrioventricular Valve Degenerative Disease,1,2.167739697817086e-06
Dampness-Heat in the Stomach and Intestines,1,2.167739697817086e-06
Pulp mineralization,1,2.167739697817086e-06
Hyperplastic Necrotizing Otitis,1,2.167739697817086e-06
Uterine Tumors,1,2.167739697817086e-06
Goiter or Tumor,1,2.167739697817086e-06
Quinine/Cinchona Alkaloid Drug Poisoning,1,2.167739697817086e-06
Lipoma/Infiltrating Lipoma/Liposarcoma,1,2.167739697817086e-06
Neuronal Axonal Dysplasia,1,2.167739697817086e-06
Abnormal medial canthal skin (caruncle trichiasis),1,2.167739697817086e-06
Nonunion of the Olecranon Process,1,2.167739697817086e-06
Periapical Abscess,1,2.167739697817086e-06
Ear Louse,1,2.167739697817086e-06
Reentrant Supraventricular Arrhythmia,1,2.167739697817086e-06
Polymicrogyria,1,2.167739697817086e-06
"Sifan Feng (a traditional Chinese term referring to a condition characterized by skin eruptions, often used in traditional Chinese medicine)",1,2.167739697817086e-06
Palpebral Trauma,1,2.167739697817086e-06
Cutaneous Plasma Cell Tumor,1,2.167739697817086e-06
Biliary Tract Tumors,1,2.167739697817086e-06
Avulsion of the lateral or medial head of the gastrocnemius muscle,1,2.167739697817086e-06
Syndrome of Concurrent Wei Qi Disorder,1,2.167739697817086e-06
