Symptom1,Symptom2,Count
Mental depression,Nasofacial Swelling,1
Mental depression,Superficial lymphadenopathy,1
Mental depression,Watery diarrhea,1
Mental depression,Unpleasant Odor of the Skin,1
Mental depression,Shake head,2
Mental depression,Mucus is attached to the feces.,3
Mental depression,Small mass,1
Mental depression,Spasm,4
Mental depression,Plaque,2
Mental depression,Thickening and roughening of the skin,2
Mental depression,Visible mucous membrane hyperemia,1
Mental depression,Visible mucosal jaundice,1
Mental depression,Thickening and Coarsening of the Skin,1
Mental depression,Stenosis of the nasal passages,1
Mental depression,Small Mass,1
Mental depression,Reaction to rapidly approaching objects,2
Mental depression,Nasal and facial swelling,1
Mental depression,Spinning,1
Mental depression,Painless ulcer,1
Mental depression,Spinning around,1
Mental depression,Stiff limbs and lameness,1
Mental depression,The limbs exhibit a swimming motion.,2
Mental depression,Swelling under the eyes,1
Mental depression,Reddish-brown urine,1
Mental depression,Tarry stool,2
Mental depression,Restlessness and Straining,1
Mental depression,Redness of the chin skin,1
Mental depression,Rubbing buttocks,1
Mental depression,Secretions flowing from the vulva,1
Mental depression,Tilt the head to one side.,1
Diarrhea,Vomiting,23681
Diarrhea,Elevated Body Temperature (Fever),1261
Diarrhea,Mental depression,13021
Diarrhea,Hyporexia,12094
Diarrhea,Foul-smelling feces,930
Diarrhea,Increased vaginal discharge,176
Diarrhea,Increased water intake,131
Diarrhea,Purulent ocular discharge,372
Diarrhea,Watery Diarrhea,236
Diarrhea,Dyspnea,325
Diarrhea,Soft Stool,2137
Diarrhea,Edema,261
Diarrhea,Purulent ear discharge,122
Diarrhea,Sneezing,1211
Diarrhea,Melena,4923
Diarrhea,Hypersomnia,273
Diarrhea,Elevated body temperature,522
Diarrhea,Loss of appetite,1676
Diarrhea,Pain,84
Diarrhea,Reduced food intake,2189
Diarrhea,Oliguria or Anuria,110
Diarrhea,Dysphagia,182
Diarrhea,Inability to stand,50
Diarrhea,Nystagmus,68
Diarrhea,Pupillary dilation,19
Diarrhea,Syncope,82
Diarrhea,Tic,277
Diarrhea,Light-colored bloody stool,1296
Diarrhea,Pigmentation,25
Diarrhea,Hemoptysis,174
Diarrhea,Increased abdominal circumference,187
Diarrhea,Respiratory Deficiency,62
Diarrhea,Salivation,748
Diarrhea,Skin redness and swelling,225
Diarrhea,Reduced water intake,483
Diarrhea,Pica,426
Diarrhea,Watery stool,1148
Diarrhea,Does the heart rate increase?,57
Diarrhea,Shock,199
Diarrhea,No defecation,946
Diarrhea,Pupillary white discharge,24
Diarrhea,Ravenous appetite,126
Diarrhea,The feces are hard and dry.,47
Diarrhea,Frequent urination,148
Diarrhea,Weakness in the limbs,87
Diarrhea,Increased food intake,365
Diarrhea,Frequent bowel movements,275
Diarrhea,Emaciation,623
Diarrhea,Icterus of visible mucous membranes,48
Diarrhea,Urinary Incontinence,111
Diarrhea,Weight Fluctuation,66
Diarrhea,Loss of Appetite,97
Diarrhea,Nasal discharge,694
Diarrhea,Dry and coarse hair,20
Diarrhea,Runny nose,949
Diarrhea,Increased ocular discharge,286
Diarrhea,Reflux,48
Diarrhea,Mucosal Hemorrhage,619
Diarrhea,Fecal incontinence,594
Diarrhea,Pale visible mucosa,378
Diarrhea,Itching,311
Diarrhea,Rectal Prolapse,23
Diarrhea,Purulent Nasal Discharge (Nasal Discharge),165
Diarrhea,"Lice, fleas, ticks, or mites found on the body",284
Diarrhea,Dry ear secretions,174
Diarrhea,Exercise Intolerance,59
Diarrhea,Entropion,69
Diarrhea,Sialorrhea,29
Diarrhea,Visible mucosal cyanosis,133
Diarrhea,Weight loss,306
Diarrhea,Shortness of breath,292
Diarrhea,Oliguria,38
Diarrhea,Dry and Coarse Hair,42
Diarrhea,Nasal Bleeding,10
Diarrhea,Insect Eggs,118
Diarrhea,Drooling,35
Diarrhea,Hair is dry and coarse.,14
Diarrhea,Mucinous stool,146
Diarrhea,Epiphora,117
Diarrhea,On tiptoes,6
Diarrhea,Hyperemia of visible mucosa,169
Diarrhea,The feces are coated with mucus.,21
Diarrhea,Stenosis of the nasal aperture,21
Diarrhea,Swelling at the base of the penis,71
Diarrhea,Hypothermia,152
Diarrhea,Jaundice,68
Diarrhea,Reduced physical activity,96
Diarrhea,Polydipsia and Polyuria,199
Diarrhea,Scratch the eyes,29
Diarrhea,Unpleasant Skin Odor,7
Diarrhea,Hematuria,337
Diarrhea,Insect eggs,61
Diarrhea,Lymphadenopathy,166
Diarrhea,Mental retardation,5
Diarrhea,Polyuria,96
Diarrhea,Skeletal Deformation,6
Diarrhea,Quadriplegia,23
Diarrhea,Increased heart rate,7
Diarrhea,Paralysis of the hind limbs,138
Diarrhea,Papule,67
Diarrhea,Epidermal Hemorrhage,18
Diarrhea,Weakness in the limbs or forelimbs and hindlimbs,201
Diarrhea,Ear congestion,78
Diarrhea,Visible mucosal icterus,56
Diarrhea,Scab Formation,83
Diarrhea,There are insect eggs.,30
Diarrhea,Weight Loss,3
Diarrhea,Hair Removal,181
Diarrhea,Mucopurulent ocular discharge,10
Diarrhea,Neurological symptoms (such as seizures),48
Diarrhea,Gingival swelling,96
Diarrhea,Muscle Atrophy,61
Diarrhea,Skin Bruising,167
Diarrhea,Difficulty in defecation,116
Diarrhea,Hematemesis,18
Diarrhea,Gastritis,9
Diarrhea,Hyperventilation,19
Diarrhea,Oral Ulcer,35
Diarrhea,The stool is hard and dry.,42
Diarrhea,Loose gums,49
Diarrhea,Skin Wound,108
Diarrhea,Skin redness,26
Diarrhea,Rhinitis sicca,24
Diarrhea,Pustule,103
Diarrhea,Skin itching,2
Diarrhea,Erythema,13
Diarrhea,Nasal speculum dryness and cracking,51
Diarrhea,Increased urination,10
Diarrhea,Increased urge to defecate without stool production,28
Diarrhea,Rubbing the buttocks,31
Diarrhea,Nasal Stenosis,6
Diarrhea,Oral Malodor,108
Diarrhea,Skin laxity and loss of elasticity,73
Diarrhea,Oliguria or anuria,19
Diarrhea,Perianal Pain,61
Diarrhea,"Passing yellow, mucinous, loose stools",1
Diarrhea,Pupillary constriction,5
Diarrhea,Nasal stenosis,61
Diarrhea,Incapacitated,90
Diarrhea,Red urine,5
Diarrhea,Oral Bleeding,123
Diarrhea,Dysuria,4
Diarrhea,The tail hair has become very greasy.,4
Diarrhea,There are black spots the size of sesame seeds on the skin.,3
Diarrhea,Tenesmus,127
Diarrhea,Hemorrhagic Diarrhea,39
Diarrhea,Unable to lift one's head when looking down.,27
Diarrhea,Reduced Urination,112
Diarrhea,Oily Ear Discharge,12
Diarrhea,Difficulty in maintaining standing balance,42
Diarrhea,Purulent ocular discharge (purulent eye),11
Diarrhea,Stenosis of the nostrils,1
Diarrhea,Icterus of the mucous membranes,3
Diarrhea,Intermittent Diarrhea,42
Diarrhea,Limping,78
Diarrhea,Visible mucous membrane cyanosis,3
Diarrhea,Non-voiding,2
Diarrhea,Increased Urination,7
Diarrhea,"The head is held high, unwilling to bow down.",67
Diarrhea,Gingival Swelling,71
Diarrhea,Tilted Head,6
Diarrhea,Purple tongue,6
Diarrhea,Weakness,78
Diarrhea,Scratching the eyes,23
Diarrhea,Shaking Head and Scratching Ears,34
Diarrhea,Limb Edema,5
Diarrhea,Motor Dyscoordination,7
Diarrhea,Reaction to Rapidly Approaching Objects,10
Diarrhea,Stiffness and difficulty in movement after prolonged lying down or upon getting up,18
Diarrhea,No Urination,92
Diarrhea,Nodule,7
Diarrhea,Wiping the buttocks,21
Diarrhea,Hemorrhage,38
Diarrhea,Increased Ocular Discharge,1
Diarrhea,Gingivitis,3
Diarrhea,Hyperemia of visible mucous membranes,10
Diarrhea,Scales,2
Diarrhea,Head-shaking,3
Diarrhea,"Fleas, Ticks, or Mites",13
Diarrhea,Lice found on the body,9
Diarrhea,"Lice, fleas, ticks, or mites are found on the body.",28
Diarrhea,Dilated pupils,10
Diarrhea,Increased Preputial Secretions,12
Diarrhea,Skin Itching,17
Diarrhea,Mucus is attached to the feces.,20
Diarrhea,Increased physical activity leading to hyperexcitability,35
Diarrhea,Difficulty breathing,30
Diarrhea,Weakness of the limbs,34
Diarrhea,Vaginal discharge,16
Diarrhea,Skin Odor,33
Diarrhea,Skin laxity and lack of elasticity,78
Diarrhea,Hemorrhagic diarrhea,27
Diarrhea,Stiff Gait,5
Diarrhea,Swelling and redness,7
Diarrhea,Icterus of the mucous membrane,13
Diarrhea,Progressive emaciation,6
Diarrhea,Dry Gangrene of the Skin,1
Diarrhea,Dull breathing,54
Diarrhea,Facial Edema,11
Diarrhea,Hair Loss,2
Diarrhea,Hematoma,3
Diarrhea,Mild skin fissures,2
Diarrhea,Purulent intracanalicular discharge,8
Diarrhea,Purulent nasal discharge,14
Diarrhea,Rash,13
Diarrhea,Skin Inflammation,6
Diarrhea,Skin Swelling,4
Diarrhea,Skin injury,8
Diarrhea,Squamous Patch,1
Diarrhea,Thickening and roughening of the skin,2
Diarrhea,Vomit can emit phosphorescence in the dark.,16
Diarrhea,Eggs in gravid proglottids excreted with feces,1
Diarrhea,Tarry stool,7
Diarrhea,Unable to stand,44
Diarrhea,Mouth Breathing (Cat),28
Diarrhea,Redness and swelling,11
Diarrhea,Headbanging,3
Diarrhea,Gingival Bleeding,1
Diarrhea,Mucosal Ulcer,20
Diarrhea,Tilted head,33
Diarrhea,Exudate,2
Diarrhea,Scrotal erythema,8
Diarrhea,Frequent licking,8
Diarrhea,Unable to lift one's head when bowing down.,9
Diarrhea,"Elevated, round to oval skin lesions",6
Diarrhea,Ulcer,8
Diarrhea,Mouth Breathing,8
Diarrhea,Scratching the ears,8
Diarrhea,Mental Retardation,7
Diarrhea,Mucosal cyanosis,4
Diarrhea,Salivate,50
Diarrhea,Purulent discharge from the vagina,3
Diarrhea,Shortness of Breath,21
Diarrhea,Frailty,8
Diarrhea,Mouth breathing,19
Diarrhea,Difficulty in swallowing,3
Diarrhea,"Most of the time, maintain a sitting or lying down position.",19
Diarrhea,Undescended Testicle,10
Diarrhea,Ear Back Hair Removal,4
Diarrhea,Ear Odor,3
Diarrhea,Earwax,6
Diarrhea,Hyperplastic External Auditory Canal Stenosis,3
Diarrhea,Oily ear discharge,10
Diarrhea,Scratching one's ears,3
Diarrhea,Spinning around,1
Diarrhea,Redness of the chin skin,3
Diarrhea,There are black spots under the chin.,4
Diarrhea,Urine is reddish-brown in color.,1
Diarrhea,Serous Nasal Discharge,5
Diarrhea,"For the majority of the time, maintain a seated or prone position.",3
Diarrhea,On tiptoe,9
Diarrhea,Uterine Prolapse,5
Diarrhea,Hindlimb paralysis,9
Diarrhea,Whether the muscles have atrophied,6
Diarrhea,Sparse hair,4
Diarrhea,Hesitation or occasional reluctance to ascend or descend stairs,10
Diarrhea,Oral Ulcer on the Dorsum of the Tongue,5
Diarrhea,Ectropion,20
Diarrhea,Generalized lymphadenopathy,1
Diarrhea,Muscle Spasm,1
Diarrhea,Pale skin or mucous membranes,1
Diarrhea,Superficial Lymph Node Enlargement,2
Diarrhea,"Most of the time, maintain a sitting or lying down posture.",7
Diarrhea,Visible mucosal congestion,2
Diarrhea,Ocular Abnormalities,10
Diarrhea,Miscarriage,2
Diarrhea,Reduced urine output,2
Diarrhea,Joint Swelling,6
Diarrhea,Howling,7
Diarrhea,Stomatitis,7
Diarrhea,Ulceration,10
Diarrhea,Footpad ulceration,3
Diarrhea,Ulcerative Infection,1
Diarrhea,Howl,4
Diarrhea,Palpation reveals a fluctuant sensation.,4
Diarrhea,Thickening of the skin,2
Diarrhea,Feces contain blood and mucus.,7
Diarrhea,Pupillary White Discharge,7
Diarrhea,Itchy skin,3
Diarrhea,Earlobe Hair Removal,1
Diarrhea,Frottage (in the context of anal stimulation),1
Diarrhea,Visible Ticks,3
Diarrhea,Erosion of the oral mucosa,1
Diarrhea,Oral Pain,1
Diarrhea,Oral Ulcer on the Tongue Surface,4
Diarrhea,The head is held high and refuses to bow down.,13
Diarrhea,Exophthalmos,3
Diarrhea,Reduced urination,3
Diarrhea,Hindlimb Paralysis,1
Diarrhea,Thoracic breathing,4
Diarrhea,Dry ear discharge,5
Diarrhea,Petechiae,1
Diarrhea,Excretion of tar-like feces,2
Diarrhea,Sinusitis,1
Diarrhea,Hypersalivation,8
Diarrhea,Joint stiffness,2
Diarrhea,Unpleasant Odor in the Ear,1
Diarrhea,Hair is dry and coarse,2
Diarrhea,Visible mucous membrane hyperemia,1
Diarrhea,Photophobia,2
Diarrhea,Non-Pruritic Alopecia,2
Diarrhea,The color of the fur on the dorsal side of the tail has darkened to a deep coffee brown.,1
Diarrhea,Mania,4
Diarrhea,Neurological symptoms (such as convulsions),3
Diarrhea,Head tilts to one side,1
Diarrhea,Purulent Ear Discharge,1
Diarrhea,Unpleasant Odor of the Skin,1
Diarrhea,The head is held high and unwilling to bow down.,6
Diarrhea,Hair is prone to breakage.,4
Diarrhea,Skin Redness,2
Diarrhea,Swelling,8
Diarrhea,Spinning in circles,9
Diarrhea,Proglottids expelled with feces,2
Diarrhea,Mucosal Ulceration,3
Diarrhea,Whether the muscles are atrophied,1
Diarrhea,Palpation elicits crepitus.,1
Diarrhea,Shake head,1
Diarrhea,Head Shaking,1
Diarrhea,Head Tremor,1
Diarrhea,Ear Swelling,5
Diarrhea,Motor Ataxia,1
Diarrhea,Intermittent Fever,3
Diarrhea,Urine is reddish-brown.,1
Diarrhea,Frequent defecation,1
Diarrhea,Urine appears yellow to dark brown.,1
Diarrhea,Head and Neck Extension,1
Diarrhea,Head tilt towards the affected side,1
Diarrhea,Footpad Swelling,1
Diarrhea,Hyperpigmentation of the skin,1
Diarrhea,Shallow and rapid breathing,1
Diarrhea,Skin Injury,3
Diarrhea,There is a sense of fluctuation.,1
Diarrhea,Eosinophilic Granuloma,1
Diarrhea,Facial Hemorrhagic Secretions,1
Diarrhea,Facial ulceration,2
Diarrhea,Hair Follicle Casts,1
Diarrhea,Hair Removal and Diffuse Erythema,1
Diarrhea,Patchy,1
Diarrhea,Skin Ulcer Scar,1
Diarrhea,Skin thickening,1
Diarrhea,Streaming frothy nasal discharge,1
Diarrhea,Swelling under the eyes,1
Diarrhea,Eye pain,4
Diarrhea,Dull Breathing,1
Diarrhea,Small Mass,1
Diarrhea,Postauricular Hair Removal,1
Diarrhea,Painful swallowing,1
Diarrhea,Respiratory Deficit,3
Diarrhea,Skin damage,3
Diarrhea,Reddish-brown urine,1
Diarrhea,Paroxysmal Abdominal Pain,1
Diarrhea,Eggs within gravid proglottids excreted with feces,1
Diarrhea,Hair Removal on the Back of the Ear,1
Diarrhea,Exhibits a sense of fluctuation,1
Diarrhea,"For the majority of the time, maintain a sitting or lying down position.",1
Diarrhea,Intermittent fever,2
Diarrhea,The limbs exhibit a swimming motion.,2
Diarrhea,Whether neurological symptoms (such as seizures) are present,1
Diarrhea,Eggsac segments excreted with feces,1
Diarrhea,Powerlessness,1
Diarrhea,Linear Granuloma,1
Diarrhea,Frottage (in the context of rubbing buttocks),1
Diarrhea,Undescended Testes,1
Diarrhea,"Excreting yellowish, mucilaginous, loose stools",1
Diarrhea,The color of the fur on the dorsal side of the tail has darkened to a deep brown.,1
Vomiting,Watery Diarrhea,449
Vomiting,Wiping the buttocks,34
Vomiting,Weakness in the limbs or forelimbs and hindlimbs,384
Vomiting,Watery stool,606
Vomiting,Weakness in the limbs,146
Vomiting,Weight loss,577
Vomiting,Weight Fluctuation,130
Vomiting,Weakness,106
Vomiting,Weight Loss,7
Vomiting,Weakness of the limbs,59
Vomiting,Wound erosion,1
Vomiting,Whether the muscles have atrophied,9
Vomiting,Whether neurological symptoms (such as seizures) are present,6
Vomiting,Watery diarrhea,1
Vomiting,Whether the muscle atrophies,1
Vomiting,Whether the muscles are atrophied,7
Hyporexia,Mental depression,27332
Hyporexia,Vomiting,22826
Hyporexia,Runny nose,1540
Hyporexia,Sneezing,2246
Hyporexia,Increased water intake,389
Hyporexia,Limping,317
Hyporexia,Purulent ocular discharge,544
Hyporexia,Oral Ulcer,249
Hyporexia,Muscle Atrophy,89
Hyporexia,Purulent ear discharge,227
Hyporexia,Melena,2022
Hyporexia,Reduced water intake,1737
Hyporexia,Oliguria or Anuria,843
Hyporexia,Skin Injury,5
Hyporexia,Pustule,177
Hyporexia,Icterus of visible mucous membranes,218
Hyporexia,Weight loss,945
Hyporexia,Increased ocular discharge,647
Hyporexia,Ulcerative Keratitis,7
Hyporexia,Shortness of breath,1015
Hyporexia,No defecation,1711
Hyporexia,Swelling at the base of the penis,188
Hyporexia,Visible mucosal icterus,233
